,,update_count,driving_time,routes,source_stop_id,destination_stop_id,avg_delay
13919,13920,1,0.0,"('60-13172',)",13919,13920,4.04047619047619
13920,13921,1,1.0,"('60-13172',)",13920,13921,4.226190476190476
13921,12711,1,1.0,"('60-13172',)",13921,12711,8.014893617021276
12711,12703,1,1.0,"('60-13172',)",12711,12703,5.095121951219513
12703,12708,1,1.0,"('60-13172',)",12703,12708,4.7046511627906975
12708,12705,1,0.0,"('60-13172',)",12708,12705,4.27906976744186
12705,12696,1,1.0,"('60-13172',)",12705,12696,4.186046511627907
12696,12697,1,1.0,"('60-13172',)",12696,12697,4.546511627906977
12697,12714,1,0.0,"('60-13172',)",12697,12714,8.725333333333333
12714,12698,1,1.0,"('60-13172',)",12714,12698,4.5227272727272725
12698,12710,2,1.0,"('60-13172', '251-13172')",12698,12710,6.3
12710,12702,2,1.0,"('60-13172', '251-13172')",12710,12702,6.542857142857144
12702,140842,2,2.0,"('60-13172', '251-13172')",12702,140842,6.557142857142857
140842,12715,2,1.0,"('60-13172', '251-13172')",140842,12715,6.435714285714285
12715,12712,2,1.0,"('60-13172', '251-13172')",12715,12712,6.185714285714285
12712,1425,1,1.0,"('60-13172',)",12712,1425,7.878947368421053
1425,12709,1,1.0,"('60-13172',)",1425,12709,4.225581395348837
12709,12707,1,0.0,"('60-13172',)",12709,12707,4.47906976744186
12707,12701,1,1.0,"('60-13172',)",12707,12701,4.05
12701,11517,1,1.0,"('60-13172',)",12701,11517,3.8243902439024393
11517,11497,1,0.0,"('60-13172',)",11517,11497,4.1
11497,11510,1,1.0,"('60-13172',)",11497,11510,5.018604651162791
11510,11504,1,1.0,"('60-13172',)",11510,11504,8.834285714285715
11504,11518,1,1.0,"('60-13172',)",11504,11518,5.553488372093024
11518,11512,1,1.0,"('60-13172',)",11518,11512,5.086363636363637
11512,11520,1,1.0,"('60-13172',)",11512,11520,5.0249999999999995
11520,11513,1,1.0,"('60-13172',)",11520,11513,5.253488372093023
11513,11519,1,1.0,"('60-13172',)",11513,11519,5.092857142857143
11519,11489,1,1.0,"('60-13172',)",11519,11489,5.131818181818182
11489,11514,1,1.0,"('60-13172',)",11489,11514,4.956818181818182
11514,11507,1,1.0,"('60-13172',)",11514,11507,8.494642857142857
11507,11515,1,0.0,"('60-13172',)",11507,11515,5.5227272727272725
11515,11493,1,2.0,"('60-13172',)",11515,11493,5.795555555555556
11493,11511,1,1.0,"('60-13172',)",11493,11511,5.918181818181818
11511,11498,1,1.0,"('60-13172',)",11511,11498,6.3090909090909095
11498,11496,1,0.0,"('60-13172',)",11498,11496,6.223809523809523
11496,11501,1,1.0,"('60-13172',)",11496,11501,6.25
11501,12223,1,1.0,"('60-13172',)",11501,12223,6.040909090909091
12223,12222,1,1.0,"('60-13172',)",12223,12222,6.140909090909091
12222,12225,1,1.0,"('60-13172',)",12222,12225,10.066666666666666
12225,12214,1,1.0,"('60-13172',)",12225,12214,6.190476190476191
12214,12221,1,0.0,"('60-13172',)",12214,12221,6.023809523809524
12221,12212,1,1.0,"('60-13172',)",12221,12212,7.061904761904763
12212,13687,1,1.0,"('60-13172',)",12212,13687,6.480952380952381
13687,485,1,1.0,"('60-13172',)",13687,485,6.447619047619048
485,11490,1,0.0,"('60-13172',)",485,11490,6.642857142857143
11490,13684,1,1.0,"('60-13172',)",11490,13684,5.995454545454546
13684,141092,1,1.0,"('60-13172',)",13684,141092,5.559090909090909
141092,12199,1,0.0,"('60-13172',)",141092,12199,5.6454545454545455
12199,12198,1,1.0,"('60-13172',)",12199,12198,5.591304347826087
12198,3710,1,1.0,"('60-13172',)",12198,3710,6.517391304347826
3710,8742,2,1.0,"('60-13172', '260-13172')",3710,8742,4.5600000000000005
8742,1767,2,4.0,"('60-13172', '260-13172')",8742,1767,5.890000000000001
1767,8653,2,5.0,"('60-13172', '202-13172')",1767,8653,4.95
8653,30014,2,2.0,"('60-13172', '202-13172')",8653,30014,4.7
16532,3902,2,1.0,"('105-13172', '16-13172')",16532,3902,1.7883333333333333
3902,14261,1,1.0,"('105-13172',)",3902,14261,1.5611111111111111
14261,14289,1,2.0,"('105-13172',)",14261,14289,4.446666666666667
14289,10997,2,1.0,"('105-13172', '16-13172')",14289,10997,1.4808510638297872
10997,10998,2,1.0,"('105-13172', '16-13172')",10997,10998,0.8152173913043478
10998,12150,1,1.0,"('105-13172',)",10998,12150,5.272
12150,12151,1,1.0,"('105-13172',)",12150,12151,1.7894736842105263
12151,12148,1,2.0,"('105-13172',)",12151,12148,1.5999999999999999
12148,12149,1,0.0,"('105-13172',)",12148,12149,1.6833333333333333
12149,12146,1,2.0,"('105-13172',)",12149,12146,2.016666666666667
12146,70500002,1,1.0,"('105-13172',)",12146,70500002,2.216666666666667
70500002,13665,1,0.0,"('105-13172',)",70500002,13665,2.8055555555555554
13665,3654,1,1.0,"('105-13172',)",13665,3654,3.0722222222222224
3654,13674,1,2.0,"('105-13172',)",3654,13674,7.58
13674,13662,1,1.0,"('105-13172',)",13674,13662,2.988888888888889
13662,13671,1,1.0,"('105-13172',)",13662,13671,3.25
13671,13673,1,0.0,"('105-13172',)",13671,13673,3.427777777777778
13673,13672,1,1.0,"('105-13172',)",13673,13672,4.172222222222222
13672,13660,1,1.0,"('105-13172',)",13672,13660,3.638888888888889
13660,13659,1,1.0,"('105-13172',)",13660,13659,3.7947368421052627
13659,13667,1,1.0,"('105-13172',)",13659,13667,5.258620689655173
13667,13666,1,1.0,"('105-13172',)",13667,13666,4.125
13666,13663,1,1.0,"('105-13172',)",13666,13663,5.075
13663,16534,1,1.0,"('105-13172',)",13663,16534,6.7368421052631575
16534,6918,1,1.0,"('105-13172',)",16534,6918,7.094444444444445
6918,13414,1,1.0,"('105-13172',)",6918,13414,6.572222222222222
13414,8700,1,2.0,"('105-13172',)",13414,8700,8.673333333333334
8700,1858,1,1.0,"('105-13172',)",8700,1858,6.394736842105263
1858,13670,1,2.0,"('105-13172',)",1858,13670,14.210526315789474
13670,13661,1,1.0,"('105-13172',)",13670,13661,7.98888888888889
13661,12984,1,1.0,"('105-13172',)",13661,12984,10.005555555555555
12984,967,1,1.0,"('105-13172',)",12984,967,8.563157894736841
967,12975,1,2.0,"('105-13172',)",967,12975,7.1421052631578945
12975,12977,1,0.0,"('105-13172',)",12975,12977,6.557894736842105
12977,12983,1,1.0,"('105-13172',)",12977,12983,7.3375
12983,12976,1,1.0,"('105-13172',)",12983,12976,7.122222222222222
12976,11241,1,1.0,"('105-13172',)",12976,11241,7.1000000000000005
11241,11230,1,1.0,"('105-13172',)",11241,11230,6.5
